,image_info,image_confidence,image_margin,image_entropy,image_pred,image_label,dis2mean
34,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_10310.jpg,0.9999990463256836,0.9999981436452003,1.3517088018704405e-05,1,0,tensor([2.4277])
35,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_10673.jpg,1.0,0.9999999991951711,1.685343048138997e-08,1,0,tensor([2.4555])
36,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9173.jpg,0.8764146566390991,0.7528292611241341,0.3740082450943308,1,0,tensor([15.8146])
37,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_708.jpg,1.0,1.0,1.3794702021770394e-15,1,0,tensor([13.9939])
38,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_1659.jpg,1.0,0.9999999995193607,1.0312550816026184e-08,1,0,tensor([2.6932])
39,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_2659.jpg,0.7545201182365417,0.5090402364730835,0.5573145820179394,1,0,tensor([15.2346])
40,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_19576.jpg,0.6499106884002686,0.2998214364051819,0.6475019059319873,0,0,tensor([15.0000])
41,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_6536.jpg,1.0,0.9999999999605695,9.446155776097429e-10,1,0,tensor([4.1801])
42,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_8188.jpg,0.9769370555877686,0.9538741037249565,0.10973136365028191,1,0,tensor([9.7684])
43,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_2283.jpg,1.0,0.9999999999456256,1.2851454327584879e-09,0,0,tensor([2.9001])
44,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_15048.jpg,0.9999971389770508,0.9999942973570342,3.9151735231213346e-05,1,0,tensor([3.1280])
45,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_19343.jpg,0.9951849579811096,0.990369881503284,0.03049669527245253,1,0,tensor([8.7696])
46,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_14268.jpg,1.0,0.9999999999969026,8.208374485689487e-11,0,0,tensor([5.3065])
47,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9889.jpg,1.0,1.0,2.0354648240074442e-15,1,0,tensor([13.6251])
48,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_8514.jpg,0.9999994039535522,0.9999987551916547,9.839735579778302e-06,0,0,tensor([4.5824])
49,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_4983.jpg,0.9999996423721313,0.9999992468856078,6.188344597968598e-06,0,0,tensor([4.3123])
50,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_1457.jpg,0.9999690055847168,0.9999379745640908,0.0003531121641206298,0,0,tensor([7.8634])
51,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_14929.jpg,0.9912711381912231,0.9825421944260597,0.05007554444075177,1,0,tensor([8.9058])
52,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_18693.jpg,1.0,0.999999999999948,1.5907669208603134e-12,0,0,tensor([8.7612])
53,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_3579.jpg,0.9999974966049194,0.9999949785496938,3.496621956964136e-05,1,0,tensor([3.1288])
54,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_15215.jpg,0.9999966621398926,0.9999933692481591,4.490647822571108e-05,1,0,tensor([3.2106])
55,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_1698.jpg,1.0,0.9999999925443417,1.3952737110274176e-07,0,0,tensor([1.0238])
56,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9102.jpg,0.9999997615814209,0.9999995303190303,3.7720414788100256e-06,0,0,tensor([3.7701])
57,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_4892.jpg,0.9999980926513672,0.9999962109862963,2.6714002606243795e-05,1,0,tensor([3.6382])
58,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_998.jpg,1.0,0.999999999999859,4.171743384720032e-12,1,0,tensor([8.3604])
59,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_13658.jpg,1.0,0.999999999997715,6.124762660595005e-11,0,0,tensor([5.4496])
60,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_1538.jpg,1.0,0.9999999954034329,8.824469386196156e-08,0,0,tensor([0.7418])
61,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_12188.jpg,1.0,0.9999999963824937,7.031520956828144e-08,1,0,tensor([1.1861])
62,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_10727.jpg,0.9974579215049744,0.9949157685041428,0.017727557854674416,1,0,tensor([8.7677])
63,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_11859.jpg,1.0,0.9999999999999551,1.3784344278846871e-12,0,0,tensor([8.6121])
64,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_8448.jpg,0.9999897480010986,0.9999794817276779,0.0001281769996006439,1,0,tensor([4.2948])
65,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_17475.jpg,0.9923908114433289,0.9847815758548677,0.04470100325789061,0,0,tensor([12.2332])
66,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_17919.jpg,1.0,0.9999999807372522,3.422045024024297e-07,1,0,tensor([0.4287])
67,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9446.jpg,0.9999923706054688,0.9999847547510399,9.738432993143496e-05,1,0,tensor([3.8198])
68,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_4207.jpg,0.9998894929885864,0.9997790300185443,0.0011169102693832972,1,0,tensor([5.7501])
69,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_6492.jpg,1.0,0.9999999996340719,7.951098837747027e-09,1,0,tensor([2.8812])
70,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_18864.jpg,0.9112731218338013,0.8225462287664413,0.29958236756555706,1,0,tensor([10.7745])
71,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_836.jpg,0.9979310035705566,0.9958620306570083,0.014854561614149728,1,0,tensor([8.1001])
72,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_17452.jpg,1.0,0.9999999980198484,3.968242105506391e-08,0,0,tensor([0.2000])
73,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_3085.jpg,1.0,0.9999999999913195,2.2109301740034584e-10,1,0,tensor([5.1709])
74,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_284.jpg,1.0,0.9999999690775212,5.347047761668668e-07,1,0,tensor([0.3335])
75,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9677.jpg,1.0,0.9999999999977082,6.14251221923493e-11,1,0,tensor([6.1551])
76,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9854.jpg,0.9999978542327881,0.9999956575347824,3.0765566204360925e-05,1,0,tensor([3.0628])
77,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_13242.jpg,1.0,0.9999999999994315,1.6029137428057732e-11,1,0,tensor([7.2562])
78,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9752.jpg,0.6021943688392639,0.20438873767852783,0.6721118890761355,0,0,tensor([12.3110])
79,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_13943.jpg,0.9999991655349731,0.9999983150294725,1.272234999565638e-05,0,0,tensor([4.8487])
80,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_112.jpg,1.0,0.9999999999871262,3.2282183021096726e-10,1,0,tensor([4.7889])
81,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_5358.jpg,0.9963703155517578,0.9927406148053706,0.024016944186746086,1,0,tensor([8.2015])
82,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_1.jpg,1.0,0.999999985442872,2.626860679003449e-07,0,0,tensor([1.5330])
83,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_14089.jpg,1.0,0.9999999726871582,4.7567796265914394e-07,0,0,tensor([2.3202])
84,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_3507.jpg,1.0,0.9999999999999978,7.578617984584093e-14,1,0,tensor([10.8876])
85,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_6118.jpg,1.0,0.999999999741986,5.6964372876893445e-09,1,0,tensor([3.0479])
86,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_11199.jpg,0.9999984502792358,0.9999969210032305,2.202782044145716e-05,1,0,tensor([2.8622])
87,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_19006.jpg,0.9987956285476685,0.9975913347443566,0.009298742585771938,1,0,tensor([7.4745])
88,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_15346.jpg,1.0,0.999999997586615,4.788695444016619e-08,1,0,tensor([1.7053])
89,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_10951.jpg,1.0,0.999999981315586,3.324999121723106e-07,0,0,tensor([2.0857])
90,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_11238.jpg,1.0,0.999999999801985,4.424186787381388e-09,0,0,tensor([1.9086])
91,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_320.jpg,0.9999996423721313,0.9999992981765047,5.479966278359741e-06,0,0,tensor([4.2681])
92,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_6642.jpg,1.0,0.9999999999998558,4.2632347276058674e-12,0,0,tensor([7.8323])
93,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_5757.jpg,1.0,0.9999999816233913,3.273275947866248e-07,1,0,tensor([0.5689])
94,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_14602.jpg,0.8571754693984985,0.7143509536981583,0.4100578665288459,0,0,tensor([14.4726])
95,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_12588.jpg,0.5136090517044067,0.027218103408813477,0.6927767222346418,0,0,tensor([12.0961])
96,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_13282.jpg,1.0,0.9999999999106887,2.066564654206987e-09,0,0,tensor([2.4789])
97,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_16849.jpg,1.0,0.9999999999946284,1.3939288707042488e-10,1,0,tensor([5.9056])
98,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_3622.jpg,0.9893788695335388,0.9787577278912067,0.058836645294960736,1,0,tensor([9.2211])
99,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_3020.jpg,1.0,0.9999999999999998,8.59498227969465e-15,1,0,tensor([12.8270])
100,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_2403.jpg,0.9999973773956299,0.9999947458400129,3.6432657492326256e-05,0,0,tensor([5.9816])
101,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_1234.jpg,1.0,0.9999999999576218,1.0121764155547927e-09,1,0,tensor([4.1375])
102,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_7935.jpg,0.9998667240142822,0.9997335103253135,0.0013220069222338589,0,0,tensor([9.0143])
103,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_8980.jpg,0.7791057825088501,0.5582115799188614,0.528037407191543,1,0,tensor([11.4944])
104,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_1470.jpg,0.9823335409164429,0.9646671190857887,0.08881273990942834,1,0,tensor([9.7192])
105,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_10191.jpg,0.9989375472068787,0.9978750632144511,0.008336870914913017,1,0,tensor([7.1120])
106,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_12816.jpg,0.9999940395355225,0.9999880411915001,7.808469793264352e-05,1,0,tensor([3.8225])
107,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_8511.jpg,1.0,1.0,6.0863449323145635e-18,0,0,tensor([19.1291])
108,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_5449.jpg,0.9999988079071045,0.9999976430282231,1.7107708212412706e-05,1,0,tensor([2.5878])
109,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_11832.jpg,1.0,0.9999999999997687,6.72767044208821e-12,0,0,tensor([7.2381])
110,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_7372.jpg,1.0,1.0,2.760143181701552e-16,1,0,tensor([15.2227])
111,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_7906.jpg,1.0,0.9999999999947214,1.3707064806903126e-10,1,0,tensor([5.6919])
112,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_12073.jpg,1.0,0.9999999999576396,1.0117714119950841e-09,0,0,tensor([3.0627])
113,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9605.jpg,1.0,0.9999999999097328,2.087723397907576e-09,0,0,tensor([2.4648])
114,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_4680.jpg,1.0,0.9999999999970587,7.809829447626757e-11,1,0,tensor([6.3967])
115,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_7585.jpg,1.0,0.9999999999342002,1.5426367176834571e-09,0,0,tensor([2.5729])
116,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_5289.jpg,0.9998977184295654,0.9997954824575572,0.0010416436543490273,1,0,tensor([5.6144])
117,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_18824.jpg,1.0,0.9999999999891797,2.732091084049171e-10,1,0,tensor([5.1713])
118,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_12690.jpg,0.9999797344207764,0.9999594955279463,0.00023900539309121182,0,0,tensor([7.6485])
119,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_4643.jpg,1.0,0.9999999999999681,9.9051988873372e-13,1,0,tensor([8.9037])
120,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_16748.jpg,1.0,1.0,2.139149550848873e-18,0,0,tensor([19.9573])
121,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_17599.jpg,1.0,0.9999999649834876,6.011440886666988e-07,1,0,tensor([0.3802])
122,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_3499.jpg,1.0,0.9999999999497224,1.1922543888150346e-09,0,0,tensor([2.8338])
123,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_17346.jpg,1.0,0.9999999999998426,4.641423492852937e-12,1,0,tensor([8.1793])
124,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_60.jpg,1.0,0.9999999999371034,1.47741208160034e-09,1,0,tensor([4.2372])
125,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_3070.jpg,1.0,0.9999999487084565,8.609665097564428e-07,1,0,tensor([0.7753])
126,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9995.jpg,0.9999983310699463,0.9999967031163806,2.3366597908103765e-05,0,0,tensor([5.6233])
127,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9358.jpg,0.9999997615814209,0.9999995526237768,3.4524241300134583e-06,1,0,tensor([1.2451])
128,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_8395.jpg,1.0,0.999999995257884,9.089110603043768e-08,0,0,tensor([0.7014])
129,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_17835.jpg,1.0,0.9999999999951669,1.259306825972605e-10,0,0,tensor([4.9540])
130,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_5107.jpg,0.8937100172042847,0.7874200269579887,0.338687658579909,0,0,tensor([12.3801])
131,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_12767.jpg,1.0,0.9999999913397133,1.6077404857786316e-07,0,0,tensor([1.2254])
132,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_2850.jpg,1.0,0.9999999857888735,2.5678426421227134e-07,0,0,tensor([1.6128])
133,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_8357.jpg,0.9999998807907104,0.9999998152758636,1.202889647318061e-06,1,0,tensor([1.0824])
134,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_4127.jpg,1.0,0.9999999694862964,5.280423850960769e-07,0,0,tensor([2.1762])
135,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_2884.jpg,1.0,0.9999999976688665,4.633573375058947e-08,1,0,tensor([1.6057])
136,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_2909.jpg,1.0,0.999999997248828,5.422900755992105e-08,0,0,tensor([0.3511])
137,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9747.jpg,1.0,0.9999999999999984,5.373337552710657e-14,0,0,tensor([11.2649])
138,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9531.jpg,0.5928921699523926,0.18578433990478516,0.6757885950182065,1,0,tensor([15.7160])
139,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_1914.jpg,1.0,0.9999999879904093,2.190256335749842e-07,1,0,tensor([0.5155])
140,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_13898.jpg,1.0,0.9999999781081979,3.861090771085608e-07,1,0,tensor([0.3944])
141,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_13870.jpg,0.9999994039535522,0.9999988383361824,8.732648976971484e-06,1,0,tensor([2.4556])
142,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_9046.jpg,0.9996511936187744,0.9993023485003505,0.0031258605470081027,1,0,tensor([6.9436])
143,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_10312.jpg,1.0,0.9999999997898371,4.683088369191471e-09,0,0,tensor([1.8669])
144,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_2820.jpg,0.9999998807907104,0.9999997677330725,1.927607814999852e-06,0,0,tensor([3.3383])
145,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_16497.jpg,0.9999986886978149,0.9999973504307036,1.9410206380361726e-05,1,0,tensor([2.7918])
146,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Validation_small2/Real/real_14135.jpg,0.9999996423721313,0.9999992425358073,6.248100721523352e-06,0,0,tensor([4.4170])
