,image_info,image_confidence,image_margin,image_entropy,image_pred,image_label,dis2mean
33,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4892.jpg,0.9979871511459351,0.9959743353538215,0.014506826269724925,1,0,tensor([0.6122])
34,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_998.jpg,1.0,0.9999999998159219,4.12623287970967e-09,1,0,tensor([0.5733])
35,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_281.jpg,0.6040300130844116,0.20806002616882324,0.6713437635663645,0,0,tensor([0.6129])
36,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1538.jpg,1.0,0.9999999994549497,1.1626001635145804e-08,1,0,tensor([0.5388])
37,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4354.jpg,1.0,0.9999999998142217,4.162634080638459e-09,1,0,tensor([0.5740])
38,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4207.jpg,0.8543095588684082,0.7086191326379776,0.4151602929753554,1,0,tensor([0.6079])
39,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1054.jpg,0.9829419851303101,0.9658840410411358,0.08635695834757542,0,0,tensor([0.5943])
40,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2874.jpg,0.9999805688858032,0.9999610857794323,0.00023074397249137256,1,0,tensor([0.6505])
41,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4835.jpg,0.9999723434448242,0.9999446336296387,0.00031843532173944883,0,0,tensor([0.5116])
42,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2031.jpg,0.9999076128005981,0.9998152515836409,0.0009504004786436166,0,0,tensor([0.6395])
43,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_836.jpg,0.9835512042045593,0.9671024736016989,0.08387604208136276,1,0,tensor([0.6486])
44,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3085.jpg,0.9995664954185486,0.9991329455224331,0.0037906058154842472,0,0,tensor([0.5790])
45,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_284.jpg,0.999427318572998,0.9988546137465164,0.004847839185617673,1,0,tensor([0.5665])
46,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1520.jpg,1.0,0.9999999999218802,1.8180647803059561e-09,1,0,tensor([0.6252])
47,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_112.jpg,0.9999446868896484,0.9998893990486977,0.0005972959383097967,0,0,tensor([0.6088])
48,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_5358.jpg,1.0,0.9999999835645976,2.9458532765744096e-07,1,0,tensor([0.6163])
49,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1.jpg,0.9999991655349731,0.9999983586598091,1.2155001393512e-05,0,0,tensor([0.5027])
50,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3507.jpg,0.9884248971939087,0.9768497757613659,0.06312012772719527,0,0,tensor([0.5258])
51,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_320.jpg,0.9999806880950928,0.9999613386771671,0.00022930801432992636,1,0,tensor([0.6506])
52,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3622.jpg,1.0,0.9999999996785598,7.026106846545533e-09,1,0,tensor([0.5551])
53,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3020.jpg,0.9969508647918701,0.9939017386641353,0.020707765355530625,0,0,tensor([0.5738])
54,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2403.jpg,0.9999996423721313,0.9999992875092119,5.627886612700556e-06,1,0,tensor([0.5954])
55,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1234.jpg,0.9991230368614197,0.9982460123719648,0.007049932512538902,0,0,tensor([0.6111])
56,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1695.jpg,0.9999980926513672,0.9999961985200798,2.6865841724614885e-05,0,0,tensor([0.6278])
57,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1470.jpg,0.9999245405197144,0.9998490858779405,0.0007916704972594595,1,0,tensor([0.5593])
58,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2686.jpg,1.0,0.9999999998595713,3.1858105210017807e-09,1,0,tensor([0.6211])
59,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2908.jpg,1.0,0.9999999982902265,3.4515035961405447e-08,1,0,tensor([0.5117])
60,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3388.jpg,0.9999945163726807,0.9999889849323154,7.244204258385201e-05,1,0,tensor([0.5564])
61,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4680.jpg,0.9922264814376831,0.9844529805704951,0.04549938926698059,0,0,tensor([0.5915])
62,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_5289.jpg,0.8381536602973938,0.6763073354959488,0.44271887657270115,0,0,tensor([0.5693])
63,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4643.jpg,0.6182449460029602,0.2364898920059204,0.6649167770538271,0,0,tensor([0.6602])
64,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3881.jpg,1.0,0.9999999999956857,1.129018609706886e-10,1,0,tensor([0.5681])
65,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2892.jpg,0.9996860027313232,0.9993719685880933,0.0028469501422202998,0,0,tensor([0.5983])
66,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1286.jpg,1.0,0.9999999999907065,2.360692720185032e-10,1,0,tensor([0.6164])
67,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2409.jpg,0.9745283126831055,0.9490566439926624,0.11863031879508788,1,0,tensor([0.6058])
68,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3499.jpg,0.9986572265625,0.9973144248360768,0.010221815311523797,0,0,tensor([0.4963])
69,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_60.jpg,0.9999886751174927,0.9999774084217279,0.00013969371318062695,1,0,tensor([0.7242])
70,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3070.jpg,0.9513277411460876,0.9026554189622402,0.19458720413108332,1,0,tensor([0.6229])
71,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4065.jpg,0.9929001331329346,0.9858003109693527,0.04220229042517605,1,0,tensor([0.5843])
72,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3326.jpg,0.9526007771492004,0.9052015319466591,0.19078505806609997,1,0,tensor([0.7093])
73,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1484.jpg,1.0,0.9999999987138627,2.6329317377812858e-08,1,0,tensor([0.5211])
74,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_5107.jpg,0.9999998807907104,0.9999998025398611,1.3996550172353455e-06,1,0,tensor([0.5326])
75,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4453.jpg,1.0,0.9999999999691782,7.459725380144027e-10,1,0,tensor([0.5834])
76,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2800.jpg,0.9999992847442627,0.9999985538768215,1.104170621275398e-05,0,0,tensor([0.4851])
77,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_950.jpg,1.0,0.9999999996875264,6.838952693388398e-09,1,0,tensor([0.5873])
78,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2850.jpg,0.76335209608078,0.5267041772603989,0.5471851413421127,0,0,tensor([0.6038])
79,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4127.jpg,0.9999948740005493,0.9999897044413046,6.805359967935727e-05,0,0,tensor([0.6128])
80,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2884.jpg,0.9999533891677856,0.9999068036595418,0.0005112639027280568,0,0,tensor([0.5259])
81,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2909.jpg,0.9990431666374207,0.9980863213422708,0.0076082384393466995,0,0,tensor([0.6473])
82,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1914.jpg,0.9999998807907104,0.999999761175971,2.0257473900497176e-06,1,0,tensor([0.6166])
83,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1125.jpg,0.9999597072601318,0.9999194158626779,0.0004480155904880724,1,0,tensor([0.6354])
84,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4799.jpg,1.0,0.9999999926724503,1.372569102753606e-07,1,0,tensor([0.5773])
85,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4822.jpg,0.9952091574668884,0.990418289322406,0.030367583923646826,1,0,tensor([0.5405])
86,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2820.jpg,1.0,0.9999999977079557,4.559752126269131e-08,1,0,tensor([0.5957])
87,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_76.jpg,0.9991523027420044,0.99830460047815,0.006843119941408862,0,0,tensor([0.5861])
88,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3415.jpg,0.9999918937683105,0.9999837528648641,0.00010350626645037803,0,0,tensor([0.6075])
89,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1423.jpg,0.9958164095878601,0.9916328229010105,0.027086600675245678,0,0,tensor([0.6027])
90,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4871.jpg,0.7968855500221252,0.5937711149454117,0.5046897642782588,0,0,tensor([0.6174])
91,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2499.jpg,0.9999990463256836,0.9999981419011306,1.3539616048998625e-05,0,0,tensor([0.5493])
92,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3759.jpg,0.9990503191947937,0.9981006805901416,0.007558172219090804,0,0,tensor([0.5769])
93,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1235.jpg,0.9993017911911011,0.9986035684705712,0.0057719302590550385,0,0,tensor([0.5782])
94,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_582.jpg,1.0,0.9999999417675483,9.700841093118742e-07,1,0,tensor([0.6063])
95,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2634.jpg,1.0,0.999999996433983,6.93655091858376e-08,1,0,tensor([0.5654])
96,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3495.jpg,1.0,0.9999999992436304,1.5885646366156948e-08,1,0,tensor([0.5309])
97,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_31.jpg,0.9998706579208374,0.9997412764059845,0.0012876534293346459,0,0,tensor([0.5839])
98,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3885.jpg,0.7291551828384399,0.4583103656768799,0.5840973049940581,1,0,tensor([0.6197])
99,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1906.jpg,0.9999758005142212,0.999951636453261,0.0002810787253594731,0,0,tensor([0.5695])
100,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3721.jpg,0.9994053840637207,0.9988107528188266,0.00501110377825459,1,0,tensor([0.6834])
101,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4371.jpg,0.9767210483551025,0.953442120924592,0.11053944910179292,0,0,tensor([0.5557])
102,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3306.jpg,0.9999997615814209,0.9999995754313886,3.123132150365892e-06,1,0,tensor([0.5760])
103,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3096.jpg,0.9993712306022644,0.9987424606806599,0.005263703302497835,1,0,tensor([0.6452])
104,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2552.jpg,0.9332689642906189,0.8665379956364632,0.245099752634578,0,0,tensor([0.6077])
105,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_179.jpg,0.9121360778808594,0.8242721185088158,0.2975677149471646,0,0,tensor([0.5676])
106,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1046.jpg,1.0,0.9999999999271977,1.6994446010983926e-09,1,0,tensor([0.5611])
107,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3519.jpg,0.6307193040847778,0.2614385783672333,0.6585717447237006,0,0,tensor([0.6219])
108,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2189.jpg,0.9495319724082947,0.8990639224648476,0.19989106742641274,0,0,tensor([0.6147])
109,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1833.jpg,0.7089017629623413,0.4178035259246826,0.6031320997892395,1,0,tensor([0.6178])
110,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_627.jpg,0.9999991655349731,0.9999983755932362,1.1934178255680137e-05,0,0,tensor([0.6540])
111,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1029.jpg,0.7824758887290955,0.5649518370628357,0.5237563712173801,0,0,tensor([0.6076])
112,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_218.jpg,1.0,0.9999999999965018,9.227922359717441e-11,1,0,tensor([0.6150])
113,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_189.jpg,1.0,0.9999999999267061,1.7104258091182462e-09,1,0,tensor([0.5437])
114,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2200.jpg,0.9999995231628418,0.9999990217504546,7.750243375637077e-06,0,0,tensor([0.5737])
115,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1588.jpg,0.6997808814048767,0.3995617926120758,0.6110498404139353,1,0,tensor([0.5647])
116,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1023.jpg,0.9999986886978149,0.999997321701585,1.9769707553572996e-05,1,0,tensor([0.5883])
117,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1611.jpg,0.9999998807907104,0.9999997109132011,2.767291868548375e-06,1,0,tensor([0.6224])
118,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_841.jpg,1.0,0.9999999854566655,2.624509501225794e-07,1,0,tensor([0.5403])
119,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_619.jpg,1.0,0.9999999999919532,2.0556243440590033e-10,1,0,tensor([0.5738])
120,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1756.jpg,0.5743572115898132,0.14871448278427124,0.6820480748009983,1,0,tensor([0.5607])
121,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_5088.jpg,0.9950211048126221,0.9900421998463571,0.03136734898686611,0,0,tensor([0.7177])
122,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2449.jpg,0.9999992847442627,0.9999985270695788,1.1393173681683784e-05,1,0,tensor([0.5478])
123,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2053.jpg,0.9999982118606567,0.99999638963709,2.586964775997896e-05,1,0,tensor([0.6381])
124,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4571.jpg,0.9999914169311523,0.999982887358783,0.00010813995616695252,0,0,tensor([0.5841])
125,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4769.jpg,1.0,0.9999999999879259,3.035438058075809e-10,1,0,tensor([0.5540])
126,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4139.jpg,1.0,0.9999999999777591,5.455475709284765e-10,1,0,tensor([0.5240])
127,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3010.jpg,0.9999833106994629,0.9999666395433451,0.0002001023952906527,1,0,tensor([0.5540])
128,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3397.jpg,1.0,0.9999999978749186,4.243671977619334e-08,1,0,tensor([0.5916])
129,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_521.jpg,0.9951322674751282,0.9902645079419017,0.030777276804141745,1,0,tensor([0.6540])
130,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2762.jpg,0.9991565942764282,0.9983131578192115,0.006812915122954878,0,0,tensor([0.5921])
131,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3777.jpg,1.0,0.9999999975778902,4.805133339930683e-08,1,0,tensor([0.5452])
132,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1702.jpg,0.9997972846031189,0.9995945181581192,0.0019269103430937004,0,0,tensor([0.5834])
133,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1322.jpg,0.7650449872016907,0.5300900042057037,0.5451945533310014,0,0,tensor([0.5634])
134,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3278.jpg,0.9996806383132935,0.9993612618127372,0.0028900168186368046,0,0,tensor([0.6514])
135,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_744.jpg,0.9999525547027588,0.9999051585691632,0.0005193660473923377,0,0,tensor([0.5870])
136,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_903.jpg,0.9998645782470703,0.9997291813342599,0.001341433504230595,1,0,tensor([0.5615])
137,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2947.jpg,0.9998161196708679,0.9996321864309721,0.001765861758095505,0,0,tensor([0.5838])
138,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3158.jpg,0.7174811363220215,0.43496227264404297,0.5953165803650076,1,0,tensor([0.6057])
139,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_5138.jpg,0.9999991655349731,0.999998305884958,1.2840973352511285e-05,1,0,tensor([0.5728])
140,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2122.jpg,0.869429349899292,0.7388587146997452,0.3874700353318014,0,0,tensor([0.6604])
141,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4668.jpg,0.9973105192184448,0.9946210209745914,0.01860338898013953,0,0,tensor([0.5852])
142,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_5094.jpg,0.9999983310699463,0.9999966449379372,2.4082805227573822e-05,0,0,tensor([0.5872])
143,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2320.jpg,0.9999998807907104,0.9999997759867938,1.8035313355471412e-06,1,0,tensor([0.6074])
144,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_1078.jpg,0.9999706745147705,0.9999413258010463,0.0003356159162690637,1,0,tensor([0.6068])
145,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_2314.jpg,1.0,0.9999999998496781,3.4000166967366685e-09,1,0,tensor([0.6148])
146,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_380.jpg,1.0,0.9999999924892613,1.4050287819283058e-07,1,0,tensor([0.5371])
147,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_4974.jpg,0.984480082988739,0.9689601305872202,0.08004921635928756,0,0,tensor([0.6396])
148,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3168.jpg,0.9999908208847046,0.9999816733188709,0.00011530934001446307,0,0,tensor([0.5778])
149,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3616.jpg,0.9999998807907104,0.9999997620702601,2.012384263130536e-06,1,0,tensor([0.5874])
150,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_172.jpg,0.9999417066574097,0.9998834026009717,0.000626746800306423,1,0,tensor([0.6175])
151,/home/erfan/MLSP project/Datasets/Deepfake and Real images-Kaggle/Test/Real/real_3657.jpg,1.0,0.9999999879112123,2.2039053768563822e-07,1,0,tensor([0.6213])
